ds,n_clients,T2M,T2MDEW,T2MWET,QV2M,RH2M,PS,WS2M,WD2M,WS10M,WD10M
2015-01-23 21:00:00,34,5.87,2.17,4.02,4.46,77.0,100.39,1.21,209.38,1.71,208.9
2015-01-24 09:00:00,47,7.91,5.06,6.49,5.43,82.12,100.67,2.19,224.71,2.9,224.02
2015-01-24 10:00:00,93,8.94,5.87,7.4,5.74,81.0,100.69,2.7,231.94,3.42,231.59
2015-01-24 11:00:00,143,9.8,7.04,8.41,6.23,82.88,100.68,3.03,237.42,3.83,237.15
2015-01-24 12:00:00,203,10.5,8.0,9.25,6.65,84.38,100.62,3.2,247.0,4.06,246.64
2015-01-24 13:00:00,227,10.95,8.7,9.83,6.96,85.94,100.57,3.15,260.3,4.03,259.95
2015-01-24 14:00:00,136,11.01,9.29,10.15,7.26,89.0,100.57,2.95,276.24,3.83,275.73
2015-01-24 15:00:00,85,10.84,9.79,10.32,7.51,93.06,100.59,2.38,292.19,3.15,290.91
2015-01-24 16:00:00,34,9.91,9.72,9.81,7.45,98.5,100.65,1.74,317.73,2.59,314.39
2015-01-24 17:00:00,37,9.25,9.39,9.32,7.32,100.0,100.72,1.88,346.08,2.91,343.32
2015-01-24 18:00:00,55,9.08,8.9,8.99,7.08,98.62,100.79,1.92,7.96,2.92,6.46
2015-01-24 19:00:00,71,8.97,8.46,8.71,6.84,96.44,100.84,1.8,26.01,2.67,25.07
2015-01-24 20:00:00,70,8.77,8.05,8.41,6.65,95.19,100.86,1.65,42.89,2.46,42.81
2015-01-24 21:00:00,34,8.55,7.53,8.04,6.41,93.19,100.87,1.53,55.18,2.3,55.93
2015-01-26 09:00:00,78,7.52,0.36,3.94,3.91,60.62,100.83,0.66,199.29,0.95,198.29
2015-01-26 10:00:00,123,8.58,-0.59,3.99,3.66,52.69,100.87,0.65,236.69,0.8,234.59
2015-01-26 11:00:00,144,9.34,-1.34,4.01,3.48,47.56,100.86,0.76,242.38,0.88,241.84
2015-01-26 12:00:00,198,9.98,-1.2,4.39,3.48,46.0,100.78,1.19,222.6,1.39,222.49
2015-01-26 13:00:00,205,10.28,-0.33,4.98,3.72,47.94,100.73,1.34,231.86,1.57,231.25
2015-01-26 14:00:00,143,9.67,1.33,5.5,4.15,56.12,100.75,1.03,258.18,1.29,257.74
2015-01-26 15:00:00,68,9.12,3.49,6.3,4.88,67.94,100.77,0.98,240.99,1.35,238.52
2015-01-26 16:00:00,46,8.16,4.11,6.14,5.07,75.56,100.76,1.29,223.77,1.96,221.12
2015-01-26 17:00:00,46,6.58,2.21,4.4,4.46,73.75,100.75,1.8,222.01,2.69,220.06
2015-01-26 18:00:00,65,6.29,2.08,4.18,4.39,74.56,100.77,1.88,230.56,2.8,228.51
2015-01-26 19:00:00,100,6.19,2.33,4.26,4.52,76.56,100.8,1.94,244.68,2.84,243.01
2015-01-26 20:00:00,90,6.05,2.97,4.51,4.7,80.88,100.84,2.02,253.6,2.99,252.23
2015-01-26 21:00:00,23,5.77,3.76,4.77,4.94,87.25,100.84,2.11,253.85,3.25,252.35
2015-01-27 09:00:00,88,9.39,8.8,9.1,7.02,95.94,100.77,1.44,333.85,2.08,329.59
2015-01-27 10:00:00,94,10.17,9.01,9.59,7.14,92.38,100.81,2.44,353.01,3.13,352.11
2015-01-27 11:00:00,163,10.23,8.55,9.39,6.9,89.19,100.84,2.65,3.88,3.33,3.49
2015-01-27 12:00:00,178,10.1,8.04,9.07,6.65,86.88,100.79,2.22,3.83,2.72,3.45
2015-01-27 13:00:00,179,10.04,7.55,8.8,6.47,84.44,100.74,1.78,351.94,2.13,351.78
2015-01-27 14:00:00,104,9.9,7.09,8.5,6.23,82.5,100.69,1.53,331.6,1.8,331.21
2015-01-27 15:00:00,45,9.57,6.56,8.07,6.04,81.38,100.66,1.44,311.92,1.73,311.33
2015-01-27 16:00:00,28,8.67,6.74,7.71,6.1,87.56,100.63,1.08,304.38,1.5,302.45
2015-01-27 17:00:00,44,7.74,6.0,6.87,5.8,88.62,100.64,1.27,304.47,1.84,303.01
2015-01-27 18:00:00,65,7.29,5.82,6.55,5.74,90.25,100.69,1.45,310.2,2.2,308.95
2015-01-27 19:00:00,68,7.05,5.82,6.44,5.74,91.81,100.73,1.61,314.02,2.47,313.2
2015-01-27 20:00:00,82,6.9,5.8,6.35,5.74,92.69,100.75,1.6,314.21,2.45,313.58
2015-01-27 21:00:00,34,6.73,5.54,6.13,5.62,92.06,100.73,1.43,306.56,2.17,305.35
2015-01-28 09:00:00,85,8.57,5.88,7.23,5.8,83.19,100.1,4.56,228.55,6.08,228.07
2015-01-28 10:00:00,111,9.31,6.73,8.02,6.1,83.81,100.12,4.45,243.61,5.92,243.23
2015-01-28 11:00:00,130,9.75,7.51,8.63,6.47,85.88,100.11,4.54,253.0,6.06,252.9
2015-01-28 12:00:00,184,10.3,8.21,9.26,6.77,86.81,100.04,4.84,256.28,6.45,256.27
2015-01-28 13:00:00,180,11.09,8.83,9.96,7.08,85.88,99.98,5.14,257.19,6.84,257.12
2015-01-28 14:00:00,144,11.62,9.11,10.36,7.2,84.5,99.93,5.16,252.64,6.87,252.47
2015-01-28 15:00:00,64,11.23,8.76,10.0,7.08,84.69,99.84,4.87,247.96,6.58,247.61
2015-01-28 16:00:00,32,10.88,8.53,9.7,6.96,85.31,99.8,4.79,251.86,6.5,251.59
2015-01-28 17:00:00,50,10.73,8.62,9.67,7.02,86.75,99.77,4.88,256.3,6.64,256.11
2015-01-28 18:00:00,61,10.73,8.84,9.79,7.14,88.12,99.77,4.98,260.35,6.77,260.17
2015-01-28 19:00:00,94,10.62,9.12,9.87,7.26,90.31,99.74,4.94,265.46,6.71,265.06
2015-01-28 20:00:00,102,10.37,9.33,9.84,7.32,93.19,99.71,4.81,270.65,6.53,270.21
2015-01-28 21:00:00,18,10.3,9.4,9.85,7.39,94.0,99.67,4.76,274.43,6.44,273.97
2015-01-29 09:00:00,97,10.44,5.53,7.99,5.74,71.62,98.47,8.44,232.37,11.52,232.19
2015-01-29 10:00:00,99,12.33,6.79,9.55,6.29,69.0,98.3,9.37,239.65,12.81,239.48
2015-01-29 11:00:00,155,13.75,8.06,10.9,6.84,68.5,98.19,10.0,247.1,13.71,246.96
2015-01-29 12:00:00,200,14.25,9.12,11.69,7.39,71.25,98.1,10.35,254.73,14.23,254.59
2015-01-29 13:00:00,176,14.13,10.0,12.06,7.81,76.12,97.98,9.68,257.75,13.31,257.63
2015-01-29 14:00:00,120,13.73,10.77,12.26,8.24,82.19,97.92,9.18,262.17,12.6,262.05
2015-01-29 15:00:00,62,13.72,11.29,12.51,8.54,85.06,97.85,9.13,263.62,12.57,263.54
2015-01-29 16:00:00,47,13.75,11.46,12.6,8.67,85.88,97.77,9.18,265.51,12.64,265.43
2015-01-29 17:00:00,40,13.44,11.34,12.39,8.61,87.0,97.76,9.29,267.78,12.77,267.65
2015-01-29 18:00:00,66,13.01,11.16,12.09,8.48,88.38,97.8,9.14,271.62,12.54,271.39
2015-01-29 19:00:00,74,12.46,10.83,11.65,8.3,89.75,97.85,8.91,275.08,12.2,274.85
2015-01-29 20:00:00,72,11.81,10.3,11.05,8.0,90.31,97.9,8.59,278.15,11.74,277.96
2015-01-29 21:00:00,27,11.25,9.83,10.54,7.75,90.81,97.92,8.36,280.94,11.39,280.72
2015-01-30 09:00:00,59,9.4,8.2,8.8,6.96,92.0,97.61,7.27,277.54,9.81,277.23
2015-01-30 10:00:00,104,9.65,8.31,8.98,7.02,91.19,97.57,7.33,274.95,9.91,274.61
2015-01-30 11:00:00,176,10.01,8.51,9.26,7.08,90.25,97.53,7.35,275.24,9.93,274.88
2015-01-30 12:00:00,157,10.38,8.79,9.58,7.26,89.69,97.46,7.39,276.19,9.99,275.84
2015-01-30 13:00:00,148,10.68,9.08,9.88,7.39,89.69,97.35,7.3,274.42,9.86,274.13
2015-01-30 14:00:00,133,10.9,9.36,10.12,7.57,90.06,97.2,6.95,269.1,9.42,268.86
2015-01-30 15:00:00,56,11.15,9.66,10.4,7.69,90.44,97.07,6.84,269.22,9.29,268.99
2015-01-30 16:00:00,47,11.38,10.14,10.76,8.0,91.94,96.97,6.87,273.58,9.35,273.4
2015-01-30 17:00:00,52,11.64,10.5,11.07,8.18,92.56,96.89,7.42,275.98,10.12,275.8
2015-01-30 18:00:00,69,11.78,10.58,11.18,8.24,92.19,96.84,8.04,275.52,10.98,275.31
2015-01-30 19:00:00,82,11.68,10.47,11.08,8.18,92.12,96.83,8.56,277.03,11.69,276.91
2015-01-30 20:00:00,72,11.36,10.19,10.77,8.0,92.38,96.83,8.77,278.71,11.98,278.59
2015-01-30 21:00:00,30,10.98,9.75,10.36,7.81,92.0,96.83,8.86,279.85,12.09,279.68
2015-01-31 09:00:00,59,6.99,4.25,5.62,5.31,82.5,97.64,7.28,308.2,9.8,307.98
2015-01-31 10:00:00,101,7.4,4.15,5.77,5.25,79.75,97.73,7.4,307.06,9.95,306.9
2015-01-31 11:00:00,157,7.65,3.76,5.71,5.13,76.25,97.81,8.17,306.96,11.03,306.88
2015-01-31 12:00:00,185,7.49,3.64,5.57,5.07,76.44,97.84,8.65,306.4,11.69,306.3
2015-01-31 13:00:00,203,7.05,4.11,5.58,5.25,81.44,97.86,8.24,306.01,11.11,305.87
2015-01-31 14:00:00,147,6.76,4.32,5.54,5.31,84.25,97.9,7.85,307.47,10.56,307.3
2015-01-31 15:00:00,81,6.65,4.21,5.43,5.25,84.25,97.96,7.47,307.35,10.05,307.16
2015-01-31 16:00:00,32,6.42,4.32,5.37,5.31,86.31,98.05,7.1,306.0,9.55,305.74
2015-01-31 17:00:00,48,6.19,4.41,5.3,5.31,88.19,98.15,6.93,307.63,9.33,307.31
2015-01-31 18:00:00,52,6.24,4.39,5.32,5.31,87.75,98.27,7.0,310.75,9.43,310.46
2015-01-31 19:00:00,52,6.39,3.91,5.15,5.13,84.0,98.38,6.96,311.95,9.4,311.67
2015-01-31 20:00:00,60,6.44,3.52,4.98,5.0,81.44,98.46,6.98,311.55,9.45,311.21
2015-01-31 21:00:00,26,6.32,3.39,4.85,4.94,81.38,98.56,7.14,312.16,9.65,311.88
2015-02-02 09:00:00,72,7.9,4.87,6.39,5.49,81.12,97.95,4.44,213.52,5.98,213.21
2015-02-02 10:00:00,100,7.87,5.41,6.65,5.74,84.44,97.95,4.1,220.67,5.45,220.17
2015-02-02 11:00:00,132,8.12,5.48,6.8,5.74,83.5,97.91,4.48,222.6,5.93,222.12
2015-02-02 12:00:00,177,8.45,5.64,7.05,5.8,82.56,97.85,4.42,232.18,5.85,231.78
2015-02-02 13:00:00,198,8.65,6.28,7.46,6.1,85.12,97.77,4.66,249.71,6.18,249.5
2015-02-02 14:00:00,130,8.73,6.88,7.8,6.35,88.12,97.72,5.11,259.6,6.79,259.39
2015-02-02 15:00:00,59,8.63,7.12,7.88,6.47,90.25,97.67,5.31,262.73,7.09,262.41
2015-02-02 16:00:00,33,8.36,7.19,7.78,6.47,92.38,97.63,5.33,260.55,7.15,260.12
2015-02-02 17:00:00,51,8.2,7.13,7.67,6.47,93.0,97.59,5.59,259.77,7.53,259.3
2015-02-02 18:00:00,81,8.4,7.4,7.9,6.59,93.44,97.58,6.08,264.32,8.23,263.89
2015-02-02 19:00:00,63,9.17,8.3,8.73,7.02,94.19,97.58,6.58,278.67,8.96,278.17
2015-02-02 20:00:00,95,9.4,8.44,8.92,7.08,93.69,97.65,7.3,301.07,9.93,300.5
2015-02-02 21:00:00,29,8.44,7.3,7.87,6.53,92.44,97.78,7.64,315.66,10.37,315.03
2015-02-03 09:00:00,70,4.94,3.82,4.38,5.13,92.38,97.94,3.24,252.74,4.19,251.97
2015-02-03 10:00:00,96,5.53,4.31,4.92,5.31,91.81,97.86,3.88,251.46,5.07,251.03
2015-02-03 11:00:00,148,6.4,5.22,5.8,5.68,92.12,97.75,4.22,258.59,5.55,258.39
2015-02-03 12:00:00,165,7.13,6.01,6.57,5.98,92.5,97.59,4.82,267.68,6.37,267.54
2015-02-03 13:00:00,191,7.44,6.32,6.88,6.1,92.5,97.44,6.13,278.21,8.22,277.81
2015-02-03 14:00:00,127,6.92,6.05,6.48,5.98,94.0,97.41,6.79,294.53,9.2,293.74
2015-02-03 15:00:00,64,6.08,5.19,5.64,5.68,93.94,97.51,6.6,329.09,8.91,328.26
2015-02-03 16:00:00,36,5.52,4.3,4.91,5.31,91.75,97.64,6.42,354.69,8.63,353.97
2015-02-03 17:00:00,46,5.08,3.66,4.37,5.07,90.38,97.78,5.11,9.95,6.83,9.28
2015-02-03 18:00:00,59,4.87,3.54,4.2,5.0,91.0,97.91,4.62,16.69,6.17,16.09
2015-02-03 19:00:00,77,4.76,3.65,4.2,5.07,92.5,98.01,4.76,15.61,6.33,15.24
2015-02-03 20:00:00,71,4.69,3.6,4.15,5.0,92.56,98.09,4.94,13.44,6.58,13.05
2015-02-03 21:00:00,22,4.69,3.43,4.06,4.94,91.38,98.15,5.25,11.51,7.01,11.18
2015-02-04 09:00:00,75,4.94,1.95,3.44,4.46,81.0,98.87,6.06,15.4,8.1,15.2
2015-02-04 10:00:00,96,5.16,1.62,3.39,4.33,77.88,98.94,6.51,20.52,8.68,20.38
2015-02-04 11:00:00,150,5.39,1.05,3.22,4.15,73.44,99.01,6.81,22.8,9.09,22.71
2015-02-04 12:00:00,199,5.52,0.75,3.14,4.09,71.31,99.06,6.81,22.83,9.05,22.71
2015-02-04 13:00:00,183,5.65,0.8,3.23,4.09,70.88,99.11,6.77,22.69,8.98,22.55
2015-02-04 14:00:00,129,5.62,0.91,3.26,4.09,71.75,99.16,6.62,22.39,8.79,22.24
2015-02-04 15:00:00,53,5.4,1.1,3.25,4.15,73.75,99.23,6.29,21.79,8.4,21.62
2015-02-04 16:00:00,29,5.0,1.56,3.28,4.27,78.38,99.31,5.67,20.56,7.59,20.43
2015-02-04 17:00:00,59,4.66,1.91,3.29,4.39,82.25,99.4,5.28,19.0,7.09,18.83
2015-02-04 18:00:00,70,4.8,2.21,3.51,4.52,83.12,99.49,5.25,18.38,7.07,18.23
2015-02-04 19:00:00,88,5.1,2.56,3.83,4.58,83.56,99.57,5.39,18.7,7.27,18.55
2015-02-04 20:00:00,92,5.4,2.92,4.16,4.7,83.94,99.61,5.43,20.47,7.33,20.38
2015-02-04 21:00:00,21,5.44,3.1,4.27,4.76,84.75,99.63,5.09,21.25,6.88,21.11
2015-02-05 09:00:00,83,6.44,2.73,4.59,4.64,77.06,99.76,4.7,22.6,6.22,22.6
2015-02-05 10:00:00,91,7.01,2.15,4.58,4.46,71.19,99.81,5.24,18.08,6.87,18.08
2015-02-05 11:00:00,152,7.31,1.92,4.62,4.39,68.56,99.82,5.49,13.17,7.17,13.17
2015-02-05 12:00:00,172,7.33,1.98,4.65,4.39,68.81,99.78,5.68,6.87,7.41,6.78
2015-02-05 13:00:00,203,7.08,2.04,4.56,4.46,70.25,99.72,5.89,0.76,7.71,0.7
2015-02-05 14:00:00,129,6.52,2.23,4.38,4.52,74.0,99.7,5.96,356.55,7.85,356.46
2015-02-05 15:00:00,55,6.04,2.28,4.15,4.52,76.81,99.69,5.68,355.82,7.52,355.71
2015-02-05 16:00:00,32,5.62,2.44,4.03,4.58,79.88,99.66,4.84,357.04,6.44,356.87
2015-02-05 17:00:00,44,4.82,2.59,3.7,4.58,85.44,99.65,3.89,358.04,5.26,357.79
2015-02-05 18:00:00,62,4.77,2.83,3.8,4.7,87.19,99.65,3.95,357.73,5.36,357.49
2015-02-05 19:00:00,78,4.91,3.21,4.06,4.82,88.69,99.64,4.15,355.03,5.59,354.87
2015-02-05 20:00:00,82,5.05,3.55,4.3,4.94,90.0,99.6,4.42,351.67,5.93,351.44
2015-02-05 21:00:00,29,5.15,3.79,4.47,5.0,90.88,99.54,4.51,347.19,6.03,346.97
2015-02-06 09:00:00,66,4.79,1.84,3.31,4.39,81.19,99.35,5.28,33.6,6.98,33.64
2015-02-06 10:00:00,102,4.58,1.51,3.05,4.27,80.44,99.38,5.23,25.38,6.87,25.54
2015-02-06 11:00:00,172,4.42,1.56,2.99,4.27,81.69,99.38,5.06,15.02,6.6,14.96
2015-02-06 12:00:00,193,4.07,1.73,2.9,4.33,84.75,99.35,4.77,10.67,6.19,10.4
2015-02-06 13:00:00,192,3.86,1.85,2.86,4.39,86.75,99.33,4.31,12.12,5.57,11.74
2015-02-06 14:00:00,124,3.89,1.98,2.93,4.46,87.31,99.31,3.83,13.58,4.95,13.14
2015-02-06 15:00:00,64,4.15,2.16,3.15,4.52,86.94,99.3,3.65,12.85,4.74,12.39
2015-02-06 16:00:00,50,4.26,2.46,3.36,4.58,88.0,99.3,3.57,14.31,4.67,13.73
2015-02-06 17:00:00,56,3.98,2.6,3.3,4.64,90.69,99.32,3.48,19.0,4.63,18.37
2015-02-06 18:00:00,70,4.14,2.85,3.49,4.7,91.25,99.35,3.87,24.34,5.16,23.85
2015-02-06 19:00:00,72,4.26,2.98,3.62,4.76,91.31,99.36,4.19,29.48,5.6,29.03
2015-02-06 20:00:00,98,4.35,3.05,3.69,4.76,91.19,99.37,4.31,33.03,5.76,32.66
2015-02-06 21:00:00,24,4.4,3.05,3.73,4.76,90.81,99.39,4.2,35.23,5.62,34.93
2015-02-07 08:00:00,1,4.81,2.45,3.63,4.58,84.62,99.66,3.62,40.09,4.8,39.85
2015-02-07 09:00:00,59,5.45,2.39,3.92,4.52,80.56,99.71,4.26,41.06,5.56,41.01
2015-02-07 10:00:00,90,5.72,2.2,3.96,4.46,78.06,99.76,4.4,43.13,5.69,42.94
2015-02-07 11:00:00,146,5.91,2.22,4.06,4.46,77.12,99.8,4.3,46.33,5.51,46.21
2015-02-07 12:00:00,199,6.09,2.28,4.19,4.52,76.44,99.78,4.03,50.04,5.11,49.9
2015-02-07 13:00:00,225,6.21,2.3,4.26,4.52,76.0,99.75,3.73,52.58,4.7,52.5
2015-02-07 14:00:00,162,6.19,2.4,4.3,4.52,76.69,99.76,3.62,55.11,4.57,55.09
2015-02-07 15:00:00,61,5.98,2.58,4.28,4.58,78.75,99.79,3.65,57.77,4.68,57.74
2015-02-07 16:00:00,31,5.51,2.88,4.19,4.7,83.12,99.85,3.43,61.74,4.48,61.69
2015-02-07 17:00:00,50,4.66,2.94,3.8,4.7,88.56,99.94,3.04,66.99,4.08,66.87
2015-02-07 18:00:00,51,4.48,2.93,3.7,4.7,89.69,100.03,3.17,71.92,4.29,72.06
2015-02-07 19:00:00,74,4.53,3.0,3.76,4.7,89.81,100.11,3.34,74.79,4.48,74.82
2015-02-07 20:00:00,64,4.4,2.94,3.67,4.7,90.25,100.18,3.23,78.15,4.36,78.31
2015-02-07 21:00:00,31,4.15,2.73,3.44,4.64,90.5,100.22,2.85,82.29,3.95,82.61
2015-02-09 09:00:00,81,7.06,1.48,4.27,4.21,67.69,100.38,6.28,85.08,8.29,85.19
2015-02-09 10:00:00,95,7.89,1.37,4.63,4.21,63.44,100.36,6.41,83.63,8.41,83.71
2015-02-09 11:00:00,151,8.51,1.46,4.98,4.21,61.19,100.34,6.47,82.71,8.47,82.79
2015-02-09 12:00:00,203,8.87,1.75,5.31,4.33,60.88,100.26,6.28,82.78,8.2,82.83
2015-02-09 13:00:00,229,9.01,2.1,5.55,4.46,61.88,100.18,6.07,83.12,7.9,83.24
2015-02-09 14:00:00,128,8.89,2.4,5.64,4.52,63.75,100.13,5.88,83.67,7.67,83.74
2015-02-09 15:00:00,66,8.44,2.62,5.52,4.58,66.75,100.1,5.79,84.66,7.61,84.76
2015-02-09 16:00:00,35,7.6,2.89,5.24,4.7,72.0,100.1,5.32,86.72,7.07,86.83
2015-02-09 17:00:00,60,5.78,3.11,4.44,4.76,82.88,100.1,4.13,89.13,5.66,89.29
2015-02-09 18:00:00,71,4.87,3.07,3.98,4.76,88.06,100.13,3.71,92.29,5.22,92.66
2015-02-09 19:00:00,105,4.38,2.99,3.69,4.7,90.69,100.14,3.4,96.06,4.96,96.69
2015-02-09 20:00:00,124,3.99,2.69,3.33,4.64,91.31,100.12,3.12,99.65,4.71,100.99
2015-02-09 21:00:00,35,3.74,2.21,2.98,4.46,89.94,100.1,2.93,103.41,4.47,105.62
2015-02-10 09:00:00,68,6.84,0.9,3.87,4.09,66.0,99.75,3.9,181.61,5.19,183.02
2015-02-10 10:00:00,139,9.18,2.18,5.68,4.46,61.5,99.73,3.45,183.5,4.52,184.86
2015-02-10 11:00:00,158,11.22,2.59,6.9,4.58,55.25,99.68,3.31,187.86,4.33,189.02
2015-02-10 12:00:00,198,12.1,2.5,7.3,4.58,51.75,99.61,3.12,190.55,4.06,191.66
2015-02-10 13:00:00,188,12.4,2.45,7.43,4.58,50.56,99.54,2.92,190.95,3.81,191.96
2015-02-10 14:00:00,149,12.33,2.56,7.44,4.58,51.19,99.49,2.74,189.03,3.58,189.91
2015-02-10 15:00:00,54,11.83,2.84,7.33,4.7,54.0,99.47,2.4,183.93,3.2,185.04
2015-02-10 16:00:00,35,10.31,4.87,7.59,5.43,69.0,99.45,1.28,168.42,1.97,172.48
2015-02-10 17:00:00,55,8.16,2.98,5.57,4.76,69.81,99.44,1.34,154.48,2.09,160.07
2015-02-10 18:00:00,85,7.15,2.53,4.83,4.58,72.5,99.45,1.55,147.99,2.39,153.35
2015-02-10 19:00:00,90,6.21,2.47,4.33,4.58,77.0,99.47,1.75,151.49,2.82,156.99
2015-02-10 20:00:00,99,5.35,2.26,3.81,4.52,80.69,99.47,1.96,161.2,3.25,165.8
2015-02-10 21:00:00,33,4.71,1.93,3.32,4.39,82.44,99.47,2.24,173.79,3.68,176.83
2015-02-11 09:00:00,93,8.3,2.04,5.17,4.46,64.69,99.51,3.75,208.49,4.95,207.86
2015-02-11 10:00:00,116,10.19,2.37,6.28,4.52,58.31,99.52,2.8,221.38,3.56,220.64
2015-02-11 11:00:00,128,11.42,1.8,6.61,4.39,51.62,99.52,1.92,248.24,2.38,247.64
2015-02-11 12:00:00,136,11.31,1.99,6.65,4.46,52.75,99.48,1.56,258.41,1.94,257.7
2015-02-11 13:00:00,203,11.19,2.05,6.62,4.46,53.5,99.44,1.3,265.18,1.65,264.29
2015-02-11 14:00:00,151,11.03,1.83,6.43,4.39,53.25,99.42,1.11,272.42,1.38,271.63
2015-02-11 15:00:00,90,10.76,2.54,6.65,4.64,57.06,99.41,0.77,265.91,0.96,263.45
2015-02-11 16:00:00,32,10.26,2.02,6.14,4.46,57.06,99.4,0.6,234.46,0.82,231.17
2015-02-11 17:00:00,60,9.19,1.93,5.56,4.39,60.56,99.4,0.84,202.29,1.18,200.47
2015-02-11 18:00:00,90,8.35,2.24,5.3,4.52,65.44,99.4,1.23,191.31,1.84,190.26
2015-02-11 19:00:00,98,7.48,2.62,5.05,4.64,71.31,99.39,1.52,192.18,2.48,191.27
2015-02-11 20:00:00,109,6.91,2.71,4.81,4.64,74.5,99.39,1.75,194.72,2.96,194.04
2015-02-11 21:00:00,30,6.65,2.69,4.67,4.64,75.75,99.39,1.91,198.8,3.23,198.04
2015-02-12 09:00:00,84,8.2,3.48,5.84,4.94,72.06,99.28,2.94,186.1,4.01,186.16
2015-02-12 10:00:00,103,9.29,3.98,6.63,5.13,69.31,99.29,3.0,187.18,3.98,187.21
2015-02-12 11:00:00,153,10.52,4.22,7.37,5.19,64.88,99.28,2.96,192.35,3.88,192.19
2015-02-12 12:00:00,188,11.26,4.23,7.74,5.19,61.88,99.22,2.95,198.82,3.9,198.47
2015-02-12 13:00:00,180,11.4,4.49,7.95,5.31,62.31,99.16,2.89,205.11,3.81,204.83
2015-02-12 14:00:00,135,10.96,5.12,8.04,5.55,67.12,99.14,2.78,211.9,3.68,211.63
2015-02-12 15:00:00,66,10.22,6.17,8.19,5.92,75.81,99.15,2.41,217.61,3.21,217.18
2015-02-12 16:00:00,38,9.52,6.74,8.13,6.16,82.69,99.17,2.07,221.79,2.89,221.05
2015-02-12 17:00:00,36,8.36,5.9,7.13,5.86,84.44,99.2,2.05,228.24,3.2,227.27
2015-02-12 18:00:00,60,7.76,5.4,6.58,5.62,85.06,99.27,2.14,236.02,3.43,233.99
2015-02-12 19:00:00,95,7.27,5.27,6.27,5.62,87.12,99.32,2.32,240.49,3.71,238.19
2015-02-12 20:00:00,84,6.83,5.18,6.01,5.55,89.25,99.36,2.45,240.82,3.89,238.13
2015-02-12 21:00:00,25,6.38,5.02,5.7,5.49,91.06,99.38,2.56,237.57,4.05,234.75
2015-02-13 09:00:00,78,8.62,3.65,6.14,5.0,71.06,98.99,7.2,209.37,9.7,209.04
2015-02-13 10:00:00,102,10.8,4.73,7.76,5.43,66.19,98.96,7.59,219.65,10.24,219.46
2015-02-13 11:00:00,170,12.23,5.49,8.87,5.68,63.44,98.95,7.6,230.34,10.25,230.04
2015-02-13 12:00:00,212,12.62,6.08,9.35,5.92,64.44,98.94,7.13,238.26,9.62,237.85
2015-02-13 13:00:00,181,11.89,6.56,9.23,6.16,69.94,98.94,6.22,245.82,8.4,245.25
2015-02-13 14:00:00,150,11.01,7.19,9.11,6.41,77.31,98.97,4.94,252.6,6.64,251.91
2015-02-13 15:00:00,70,10.41,7.64,9.03,6.59,82.81,99.01,4.22,260.31,5.67,259.68
2015-02-13 16:00:00,43,10.05,7.76,8.91,6.65,85.5,99.06,4.16,268.93,5.59,268.64
2015-02-13 17:00:00,53,9.32,7.34,8.33,6.47,87.25,99.13,4.24,274.23,5.73,274.07
2015-02-13 18:00:00,64,8.66,6.72,7.69,6.16,87.44,99.2,4.51,273.18,6.09,273.09
2015-02-13 19:00:00,94,8.19,6.37,7.27,6.04,88.19,99.25,4.6,268.15,6.2,267.91
2015-02-13 20:00:00,73,7.42,5.94,6.69,5.86,90.31,99.27,4.48,262.59,6.09,262.34
2015-02-13 21:00:00,33,7.29,5.7,6.5,5.74,89.62,99.29,4.76,256.24,6.47,255.95
2015-02-14 09:00:00,60,9.68,6.83,8.26,6.23,82.5,99.03,5.85,255.46,7.86,255.15
2015-02-14 10:00:00,90,10.18,7.05,8.62,6.35,80.88,98.99,5.67,252.69,7.6,252.35
2015-02-14 11:00:00,168,11.11,7.32,9.22,6.47,77.44,98.94,5.68,249.79,7.6,249.53
2015-02-14 12:00:00,197,11.9,7.52,9.71,6.53,74.5,98.85,5.81,249.37,7.79,249.15
2015-02-14 13:00:00,221,12.09,7.63,9.87,6.59,74.19,98.77,5.8,249.32,7.81,249.01
2015-02-14 14:00:00,130,12.02,7.65,9.83,6.65,74.56,98.7,5.56,246.75,7.53,246.44
2015-02-14 15:00:00,86,11.71,7.66,9.69,6.65,76.19,98.62,4.79,242.43,6.51,241.93
2015-02-14 16:00:00,43,11.08,7.62,9.36,6.65,79.25,98.55,4.03,239.11,5.53,238.4
2015-02-14 17:00:00,46,10.29,7.51,8.9,6.59,82.88,98.49,3.46,234.73,4.84,233.87
2015-02-14 18:00:00,58,10.01,7.4,8.7,6.53,83.88,98.43,3.3,228.65,4.65,227.79
2015-02-14 19:00:00,68,10.02,7.37,8.69,6.53,83.56,98.36,3.57,221.36,5.01,220.7
2015-02-14 20:00:00,91,10.26,7.38,8.82,6.53,82.31,98.29,4.14,221.94,5.74,221.8
2015-02-14 21:00:00,30,10.43,7.48,8.96,6.59,81.94,98.27,4.48,229.73,6.2,229.75
2015-02-16 09:00:00,71,9.37,7.4,8.39,6.47,87.38,99.63,4.3,253.08,5.72,252.68
2015-02-16 10:00:00,103,9.59,7.4,8.5,6.47,86.12,99.63,4.39,250.34,5.82,249.98
2015-02-16 11:00:00,171,9.8,7.44,8.62,6.47,85.19,99.61,4.68,247.72,6.2,247.38
2015-02-16 12:00:00,190,9.94,7.58,8.76,6.53,85.31,99.57,5.1,251.98,6.8,251.71
